ticket_id,description,category,priority
PR-0576,"Respected Sir/Madam, how long does the clearance approval usually take on average?",Clearance,Low
PR-0279,"Kindly note: My leave of absence request for a medical situation has not been approved yet, and my semester fee deadline, which depends on this approval, is this week. Kindly advise.",Other,High
PR-1060,"Dear concerned team, my degree verification request from a foreign employer has been pending response for several weeks, and my job offer is contingent on it being completed by within 24 hours. Kindly help.",Certificate / Verification,High
TCK-0398,How can I generate a new fee challan for this semester?,Fee & Challan,Low
PR-0309,Kindly note: I would like to request my monthly payslip copies for the last few months for my personal records. Thank you.,Employee Services,Medium
PR-0849,"My degree verification request from a foreign employer has been pending response for several months, and my job offer is contingent on it being completed by within 24 hours.",Certificate / Verification,High
PR-0526,Just wanted to confirm the standard leave application process for staff.,Employee Services,Low
PR-0086,"Dear concerned team, i am filing an urgent complaint that despite an official refund approval of Rs. 42,000 on record, the accounts office has still not released the funds, and I cannot pay today's non-negotiable admission deadline fee without it. Please look into this.",Complaint,Critical
PR-0097,"Hi, my examination admit card is missing and my paper is scheduled for today; without it I may not be allowed to sit the exam. Thank you.",Examination,High
PR-0916,"Sir, how can I request a bonafide certificate in general, just for future reference?",Certificate / Verification,Low
PR-0125,Course registration closes at midnight by tomorrow morning and the registration module has been throwing an error for every single student in my batch since this morning. Kindly help.,Course Registration,Critical
PR-0913,"Hi, my transcript request submitted almost two weeks ago is still pending, and I would like an update on the expected completion date. Awaiting your response.",Transcript,Medium
PR-1064,"Dear concerned team, my semester fee challan is not showing on the portal; could you help me generate it so I can pay before the due date?",Fee & Challan,Medium
PR-0647,"Sir, my 6th semester result is not showing on the portal even though the declaration date has passed. Regards.",Result,Medium
PR-0535,"Respected Sir/Madam, has the result declaration date been finalized yet for this semester? Kindly advise.",Result,Low
TCK-0357,Just wanted to confirm the thesis submission format guidelines.,Thesis,Low
PR-1540,"Hi, my examination is scheduled to start in less than an hour and the admit card generation system has been down for our entire session since early this morning. Kindly help.",Examination,Critical
PR-0606,"Dear concerned team, i updated my profile with my new degree information required for a job application deadline in two days, but the changes are not being saved by the portal at all.",Profile Update,High
PR-1473,"Respected Sir/Madam, there is an unusual, time-sensitive situation affecting hundreds of students across multiple departments that doesn't fit any specific category, and it needs immediate institutional attention today. Kindly help.",Other,Critical
PR-0486,"Dear concerned team, a major water leakage has flooded part of the server room at Rahim Yar Khan Campus, threatening to permanently damage critical IT infrastructure for the whole university.",Infrastructure / Maintenance,Critical
PR-0734,"Respected Sir/Madam, the projector in the the Scholarship Office lecture hall at Khanpur Campus has not been working for a couple of weeks; could this be repaired? Awaiting your response.",Infrastructure / Maintenance,Medium
PR-0196,"Kindly note: The clearance module of the portal has been throwing a server error for about a week, and I cannot proceed with a task due this week. Please look into this.",Portal Technical Issue,High
PR-1223,"Sir, i would like to know how to request a change of campus from Rahim Yar Khan Campus to another campus. Thank you.",Other,Medium
PR-1469,"My Turnitin account was blocked by mistake and despite raising a complaint about a week ago, it is still blocked, preventing me from submitting my assigned work due by Friday.",Account & Login,High
PR-1235,"Dear concerned team, my scholarship disbursement has been delayed by more than two months, and I need this amount to clear my semester fee challan before the due date within 24 hours, otherwise I risk being dropped. Awaiting your response.",Scholarship,High
PR-0764,"Just a minor suggestion: the response templates could be a bit more personalized, nothing urgent. Awaiting your response.",Complaint,Low
TCK-0362,Please guide me on the procedure to apply for a semester leave of absence due to personal reasons. Roll No: S25BBSEEN6M2336,Other,Medium
PR-0720,"Hi, i am unable to update my biography and professional links on my profile page; the save button does not seem to work. Regards.",Profile Update,Medium
PR-1209,"Sir, just wanted to confirm the general examination fee amount for this term. Regards.",Examination,Low
PR-1326,I would like to raise a complaint about receiving conflicting information from two different staff members regarding the same issue. Kindly help.,Complaint,Medium
PR-1168,"Hi, my visa application will be rejected if I do not submit a verified degree equivalence certificate by within 24 hours, and the verification office has stopped responding entirely. Regards.",Certificate / Verification,Critical
TCK-0202,Is there a suggestion box to report minor facility issues on campus?,Infrastructure / Maintenance,Low
PR-1524,"Sir, could you tell me the general process to change the username linked to my profile, no rush on this? Kindly advise.",Account & Login,Low
PR-0402,"Sir, what is the process to request an official transcript copy in general?",Transcript,Low
TCK-0460,"Subject: Request for Correction of Result Respected Sir/Madam, I hope you are doing well. I would like to request the correction of my semester result. According to the university rules, the marks of non-credit subjects are not included in the total marks. However, on my result portal, the marks of Fehm-e-Quran, which is a non-credit subject, have been included in the total. As a result, my total marks are showing 440, whereas the correct total should be 240. It also appears that there is an issue related to the Biostatistics result, which I kindly request you to review as well. I respectfully request you to verify my result and correct the total marks according to the university regulations. I would be grateful if this issue could be resolved at your earliest convenience. Thank you for your time and consideration. Yours sincerely, Usama Naeem",Result,High
