ticket_id,description,category,priority
PR-0562,"Hi, when do scholarship applications usually open for a new batch? Kindly advise.",Scholarship,Low
PR-0563,"Kindly note: My Directorate of Academics clearance has been pending for over a month even though my other clearances were completed long ago, and I need my final transcript for a job that starts today. Kindly help.",Clearance,High
PR-0564,"My scholarship-covered fee challan is still showing unpaid even though the scholarship office confirmed disbursement a couple of days ago, and a late fee surcharge starts today. Thank you.",Fee & Challan,High
PR-0565,I forgot my portal password and the reset link is not sending an OTP to my registered email; is there another way to reset it? Please look into this.,Account & Login,Medium
PR-0566,"The portal keeps logging me into an authentication error whenever I try to access my dashboard, and I have a form to submit before in two days.",Portal Technical Issue,High
PR-0567,I would like to request my monthly payslip copies for the last few months for my personal records. Kindly advise.,Employee Services,Medium
PR-0568,Kindly note: I am unable to update my biography and professional links on my profile page; the save button does not seem to work.,Profile Update,Medium
PR-0569,"Hi, where can I go to check which email is currently registered against my account? Kindly advise.",Account & Login,Low
PR-0570,"The clearance module of the portal has been throwing a server error for about a week, and I cannot proceed with a task due by Friday. Kindly advise.",Portal Technical Issue,High
PR-0571,I have already submitted my thesis but I am unable to check the current status because it shows a missing registration number error. Regards.,Thesis,Medium
PR-0572,"Dear concerned team, the profile update system has been completely inaccessible for the entire batch for two days, and our internship documents due by tomorrow morning require an updated profile printout. Awaiting your response.",Profile Update,Critical
PR-0573,"My name mismatch between my degree and CNIC is the sole reason my HEC attestation, required by tomorrow morning for a visa appointment, has been rejected. Kindly help.",Name Correction,Critical
PR-0574,"Sir, my thesis defense is within 24 hours and the portal will not let me download my approved supervisor sign-off, without which the committee will not allow me to defend. Thank you.",Thesis,Critical
PR-0575,When does the admission form submission usually open for the next intake? Regards.,Admission,Low
PR-0576,"Respected Sir/Madam, how long does the clearance approval usually take on average?",Clearance,Low
PR-0577,"My urgent degree application has been under 'review' for over a week even though I paid the urgent fee, and I need it for a job offer that requires verification by Friday. Awaiting your response.",Degree,High
PR-0578,Kindly note: How long does the clearance approval usually take on average? Regards.,Clearance,Low
PR-0579,"Respected Sir/Madam, the Wi-Fi router in one of the blocks has been intermittent for several days; could it be checked?",Infrastructure / Maintenance,Medium
PR-0580,"Respected Sir/Madam, how do I log out of the portal properly on a shared computer? Please look into this.",Account & Login,Low
PR-0581,"Sir, my admission has been put on hold because my HEC equivalence certificate has not been verified yet, and classes for BS Physical Education & Sports Sciences start this week.",Admission,High
PR-0582,"Dear concerned team, when does the admission form submission usually open for the next intake?",Admission,Low
PR-0583,"Kindly note: My result shows an F grade in Computer Architecture that I'm confident is incorrect, and this is affecting my scholarship eligibility review scheduled within 24 hours. Thank you.",Result,High
PR-0584,"Hi, my 4th semester result is not showing on the portal even though the declaration date has passed. Please look into this.",Result,Medium
PR-0585,"My login access to a system I need for essential work was suddenly revoked, and I have a task depending on it due by tomorrow morning. Kindly advise.",Account & Login,High
PR-0586,"Sir, how long does the clearance approval usually take on average? Awaiting your response.",Clearance,Low
PR-0587,"Respected Sir/Madam, what is the normal degree processing time for BS Data Science graduates?",Degree,Low
PR-0588,My scholarship was suddenly cancelled without any notice and I have no funds to pay by tomorrow morning's fee deadline; if I don't pay today I will be dropped from the semester entirely. Please look into this.,Scholarship,Critical
PR-0589,"Kindly note: I need an official letter of recommendation urgently for a scholarship application closing in two days, and my department has not responded to my request from almost two weeks ago.",Other,High
