question,answer,status
Where is the IT Help Desk located at IUB?,"The IUB IT Help Desk is located on campus. For IT-related issues, you can contact the Directorate of Information Technology at 062-9255858 or 062-9255062. The IT support desk is located in the basement of the Science Faculty building at the Abbasia Campus for on-campus support.",BEST_ANSWER_SELECTED
How can I get an official IUB email address?,"Your official IUB email address is automatically created upon admission. Your login credentials are provided to you. You can access it via the university's webmail portal or through the student portal. If you face issues, contact the IT Help Desk.",BEST_ANSWER_SELECTED
I forgot my university email password. What should I do?,"Use the password recovery option on the university email login page. If you are unable to recover it, contact the IUB IT Help Desk to have your email password reset. The IT Help Desk can assist with password issues, account access, and other technical problems.",BEST_ANSWER_SELECTED
How can I access my IUB Gmail account?,"You can access your official IUB Gmail account through the university's student portal or by visiting the dedicated Gmail portal. Your login credentials are provided upon admission. If you are having trouble with your IUB Gmail account, contact the IUB IT Help Desk.",BEST_ANSWER_SELECTED
What should I do if my IUB student account is locked?,"Your account may lock after several failed login attempts. It will usually auto-unlock after a period of time. For an immediate solution, please contact the IUB IT Help Desk to reset your credentials. You can also use the 'Forgot Password' feature to regain access.",BEST_ANSWER_SELECTED
How can I reset my IUB LMS password?,"The LMS password is usually the same as your student portal password. Reset your student portal password and it will sync with your LMS account. If the issue continues, use the password recovery option provided by the IUB-LMS system or contact the IUB IT Help Desk for assistance.",BEST_ANSWER_SELECTED
I am having trouble logging into the student portal. What should I do?,"Please ensure you are using the correct username and password. Try clearing your browser's cache. If the issue persists, use the 'Forgot Password' feature. If you are still locked out, contact the IUB IT Help Desk for assistance.",BEST_ANSWER_SELECTED
Why is the student portal not loading on my browser?,"If the student portal is not loading, try clearing your browser cache and cookies. Ensure you are using a supported browser like Chrome, Firefox, Edge, or Safari. If the issue persists, contact the IUB IT Help Desk for assistance.",BEST_ANSWER_SELECTED
What should I do if I have a technical problem with the IUB-LMS?,"If you have a problem with the LMS, try refreshing the page or using a different browser. If the LMS is not loading, it may be due to high traffic or maintenance. Contact the IUB IT Help Desk if the issue persists. You can also email the LMS support team at lms@iub.edu.pk.",BEST_ANSWER_SELECTED
How can I get help with IUB-LMS technical issues?,"For IUB-LMS technical issues, contact the IUB IT Help Desk at 062-9255858 or 062-9255062. You can also send an email to the LMS support team at lms@iub.edu.pk. The IT Help Desk provides support for login issues, course access, and other technical problems.",BEST_ANSWER_SELECTED
What file formats are supported for assignment submission on IUB-LMS?,"IUB-LMS supports common file formats including PDF, DOC, DOCX, PPT, and JPG. If you are having trouble, check that your file meets the size and format requirements. Contact LMS support if the problem continues.",BEST_ANSWER_SELECTED
Why is my quiz not opening on IUB-LMS?,"If your quiz is not opening, check your internet connection and browser compatibility. Ensure you are using a supported browser and have the latest updates. If the problem persists, contact your instructor or the LMS support team.",BEST_ANSWER_SELECTED
Some course content is missing on my IUB-LMS. What should I do?,"If course content is missing on IUB-LMS, first check with your instructor to confirm if the content has been uploaded. Refresh the page or try a different browser. If the issue continues, report it to the LMS support team.",BEST_ANSWER_SELECTED
How can I download lecture materials from IUB-LMS?,"You can download lecture materials from IUB-LMS by selecting the file and clicking the download option. If the download option is not available, the instructor may not have enabled download permissions. Contact your instructor for assistance.",BEST_ANSWER_SELECTED
